player,shot_key_pass_id,shot_technique,shot_first_time,shot_freeze_frame,shot_statsbomb_xg,shot_body_part,shot_type,shot_end_location,minute,second,shot_outcome,team,goal
Youssef Msakni,a7019eda-25b4-4d2e-aedb-90cba31c00c0,Normal,,"[{'location': [116.8, 40.0], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 45.7], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 36.9], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 47.9], 'player': {'id': 8346, 'name': 'Craig Goodwin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 33.9], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 40.3], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 38.8], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.9, 31.2], 'player': {'id': 28370, 'name': 'Fran Karačić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 37.0], 'player': {'id': 8859, 'name': 'Ajdin Hrustic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.7, 39.9], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.5, 31.5], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.5, 31.4], 'player': {'id': 16352, 'name': 'Issam Jebali'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.2, 23.8], 'player': {'id': 30681, 'name': 'Ali Abdi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.7, 45.6], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 62.0], 'player': {'id': 5655, 'name': 'Dylan Daniel Mahmoud Bronn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0.048467197,Right Foot,Open Play,"[116.7, 41.3, 1.1]",71,50,Saved,Tunisia,0
Aaron Mooy,57e81a7d-2fcd-4a52-9b22-4d71ae17e556,Half Volley,True,"[{'location': [89.9, 45.6], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.9, 40.2], 'player': {'id': 105943, 'name': 'Aymen Dahmen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 42.0], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.8, 56.4], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.2, 59.9], 'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.2, 45.4], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 53.1], 'player': {'id': 30681, 'name': 'Ali Abdi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 48.3], 'player': {'id': 32450, 'name': 'Montassar Omar Talbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 40.2], 'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 32.6], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 71.8], 'player': {'id': 28370, 'name': 'Fran Karačić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 41.7], 'player': {'id': 9980, 'name': 'Jamie MacLaren'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 50.7], 'player': {'id': 8859, 'name': 'Ajdin Hrustic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.6, 51.1], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 30.3], 'player': {'id': 8346, 'name': 'Craig Goodwin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",0.039191317,Right Foot,Open Play,"[120.0, 43.7, 3.4]",73,15,Off T,Australia,0
Youssef Msakni,,Normal,,"[{'location': [102.5, 71.2], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.1, 44.1], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 32.8], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 40.6], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 44.3], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 59.7], 'player': {'id': 8859, 'name': 'Ajdin Hrustic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [95.7, 64.7], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.1, 51.6], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.7, 26.8], 'player': {'id': 30681, 'name': 'Ali Abdi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.2, 67.9], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 57.7], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 47.2], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 37.7], 'player': {'id': 28370, 'name': 'Fran Karačić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 39.4], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 46.2], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0.10262261,Head,Open Play,"[120.0, 35.2, 5.5]",74,6,Off T,Tunisia,0
Montassar Omar Talbi,,Volley,True,"[{'location': [118.4, 40.0], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 44.8], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 38.6], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 34.5], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 44.8], 'player': {'id': 8346, 'name': 'Craig Goodwin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.3, 29.9], 'player': {'id': 15957, 'name': 'Miloš Degenek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 33.1], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 24.6], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.2, 29.7], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 35.0], 'player': {'id': 9980, 'name': 'Jamie MacLaren'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 8859, 'name': 'Ajdin Hrustic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.1, 30.9], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.5, 26.4], 'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 8.3], 'player': {'id': 30681, 'name': 'Ali Abdi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.6, 22.8], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.7, 54.1], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.6, 38.8], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.6, 43.4], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.5, 31.5], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",0.012159805,Right Foot,Open Play,"[118.2, 40.0, 1.3]",83,13,Saved,Tunisia,0
Taha Yassine Khenissi,,Normal,,"[{'location': [93.8, 30.3], 'player': {'id': 15957, 'name': 'Miloš Degenek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.8, 40.0], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.4, 41.5], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 53.9], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 42.9], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 49.5], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",0.012915949,Right Foot,Open Play,"[99.2, 54.1]",85,32,Blocked,Tunisia,0
Naïm Sliti,45a67c6f-dd06-4ba0-baa1-5c79ae08316f,Normal,,"[{'location': [116.3, 43.8], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 56.1], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 45.3], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 53.2], 'player': {'id': 24475, 'name': 'Awer Mabil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.2, 39.9], 'player': {'id': 15957, 'name': 'Miloš Degenek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 52.1], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 43.3], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 33.4], 'player': {'id': 33488, 'name': 'Keanu Baccus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.4, 45.0], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.0, 54.7], 'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.9, 40.7], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 61.3], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0.1403044,Left Foot,Open Play,"[111.5, 45.5]",86,36,Blocked,Tunisia,0
Wahbi Khazri,c2f892b1-6e16-4dbf-8528-47a52cec3dc2,Normal,True,"[{'location': [116.7, 43.8], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.2, 58.2], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 48.4], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 43.2], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 57.5], 'player': {'id': 24475, 'name': 'Awer Mabil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 52.4], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 40.0], 'player': {'id': 15957, 'name': 'Miloš Degenek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 46.1], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 33.7], 'player': {'id': 33488, 'name': 'Keanu Baccus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.2, 44.4], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 41.5], 'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.6, 54.2], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [120.0, 60.2], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0.09264534,Left Foot,Open Play,"[116.7, 43.7, 0.8]",87,48,Saved,Tunisia,0
Wahbi Khazri,,Normal,,"[{'location': [101.6, 30.7], 'player': {'id': 9980, 'name': 'Jamie MacLaren'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.6, 17.5], 'player': {'id': 8859, 'name': 'Ajdin Hrustic'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.4, 38.9], 'player': {'id': 33495, 'name': 'Kye Rowles'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 32.5], 'player': {'id': 22293, 'name': 'Harry Souttar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 27.8], 'player': {'id': 15957, 'name': 'Miloš Degenek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 25.4], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 31.7], 'player': {'id': 33488, 'name': 'Keanu Baccus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.4, 43.2], 'player': {'id': 3557, 'name': 'Naïm Sliti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.4, 36.7], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 43.6], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 45.8], 'player': {'id': 24475, 'name': 'Awer Mabil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.1, 40.8], 'player': {'id': 5490, 'name': 'Jackson Irvine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 39.4], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 40.9], 'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.2, 31.8], 'player': {'id': 30681, 'name': 'Ali Abdi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 30.8], 'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 34.4], 'player': {'id': 32450, 'name': 'Montassar Omar Talbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.1, 48.7], 'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0.021421792,Right Foot,Open Play,"[109.2, 25.2]",91,46,Blocked,Tunisia,0
Idrissa Gana Gueye,a13da51e-a6d7-4353-a689-654cf092ff82,Normal,,"[{'location': [105.9, 41.7], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 21.8], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 30.3], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 41.9], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 41.5], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 42.9], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 29.6], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 35.6], 'player': {'id': 20611, 'name': 'Boulaye Dia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 36.6], 'player': {'id': 80484, 'name': 'Iliman Ndiaye'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 12.2], 'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",0.21271749,Right Foot,Open Play,"[120.0, 45.0, 1.5]",2,43,Off T,Senegal,0
Boulaye Dia,a60de5d6-4c57-4629-aeb8-6110ae0c7c0a,Normal,True,"[{'location': [107.7, 55.7], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 51.2], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 43.5], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 54.7], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 12583, 'name': 'Carlos Armando Gruezo Arboleda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 56.5], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.8, 46.0], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 40.4], 'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 52.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.8, 58.3], 'player': {'id': 80484, 'name': 'Iliman Ndiaye'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.6, 69.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",0.16839646,Right Foot,Open Play,"[120.0, 33.3, 0.2]",7,47,Off T,Senegal,0
